,HIGHDEG,INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,LOCALE,UGDS,ADM_RATE,C150_4,SAT_AVG,UGDS_BLACK,UGDS_WHITE,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,RELAFFIL,COSTT4_A,PCTPELL,PCTFLOAN
148,4,Dominican School of Philosophy & Theology,Berkeley,CA,37.881099,-122.264612,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,30,""" """,""" """,""" """
149,4,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,34.0303,-118.4847,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
150,3,Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,34.044209,-118.25993,11,3142,0.5178,0.6224,""" """,0.0554,0.3533,0.2253,0.1171,0.0035,-2,43876,0.3085,0.5698
151,3,Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,37.786324,-122.406503,11,527,0.5388,0.5882,""" """,0.0342,0.351,0.2372,0.1935,0.0057,-2,43339,0.3328,0.6295
152,3,Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,33.691963,-117.852254,12,156,0.6604,""" """,""" """,0.0192,0.4551,0.2564,0.1154,0.0064,-2,40283,0.4159,0.771
153,4,Fielding Graduate University,Santa Barbara,CA,34.42941,-119.717161,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
154,4,Five Branches University,Santa Cruz,CA,36.964133,-121.998478,22,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
155,4,Franciscan School of Theology,Oceanside,CA,33.23023,-117.319616,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,30,""" """,""" """,""" """
156,4,Fresno Pacific University,Fresno,CA,36.725279,-119.731953,11,2605,0.6662,0.6327,1010,0.0541,0.3681,0.4184,0.0388,0.0104,43,35508,0.5617,0.6761
157,4,Fuller Theological Seminary in California,Pasadena,CA,34.14778,-118.140261,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,78,""" """,""" """,""" """
158,4,Golden Gate University-San Francisco,San Francisco,CA,37.789208,-122.398785,11,482,""" """,""" """,""" """,0.1183,0.2697,0.1618,0.1535,0.0041,-2,""" """,0.2653,0.6695
159,4,Graduate Theological Union,Berkeley,CA,37.87554,-122.261847,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
160,3,Harvey Mudd College,Claremont,CA,34.106137,-117.710594,21,802,0.1425,0.901,1500,0.0162,0.4389,0.0998,0.2082,0.005,-2,63860,0.1388,0.4027
161,4,Holy Names University,Oakland,CA,37.802654,-122.18717,11,690,0.5706,0.4954,885,0.2,0.2087,0.3058,0.1478,0.0072,30,48896,0.4651,0.8333
162,4,Pacifica Graduate Institute,Carpinteria,CA,34.420464,-119.580264,41,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
163,4,Humboldt State University,Arcata,CA,40.8741,-124.0814,33,7962,0.7655,0.4384,986,0.0391,0.4738,0.2977,0.0347,0.01,-2,22287,0.5231,0.5625
164,4,Humphreys College-Stockton and Modesto Campuses,Stockton,CA,38.011051,-121.316401,11,617,""" """,0.6761,""" """,0.1378,0.2204,0.3857,0.0583,0.0032,-2,21405,0.7091,0.769
165,4,Interior Designers Institute,Newport Beach,CA,33.641393,-117.865722,13,203,""" """,""" """,""" """,0.0148,0.6601,0.1527,0.1084,0.0049,-2,""" """,0.2407,0.4068
166,3,ITT Technical Institute-National City,National City,CA,32.66182,-117.106121,21,999,0.9448,0.3113,""" """,0.1742,0.2482,0.3243,0.1522,0.015,-2,27856,0.7709,0.5434
167,3,ITT Technical Institute-San Dimas,San Dimas,CA,34.102405,-117.818401,21,551,0.9382,0.4037,""" """,0.0544,0.2069,0.5789,0.0853,0.0018,-2,26928,0.8165,0.8052
168,3,ITT Technical Institute-Orange,Orange,CA,33.77999,-117.896171,12,783,0.898,0.5366,""" """,0.0536,0.2912,0.4777,0.1188,0.0102,-2,27596,0.7485,0.7959
169,4,John F. Kennedy University,Pleasant Hill,CA,37.881794,-122.183972,21,251,""" """,""" """,""" """,0.1554,0.3665,0.259,0.0837,0.0159,-2,""" """,0.5484,0.9319
170,4,American Jewish University,Los Angeles,CA,34.128099,-118.471764,11,96,0.4146,0.5455,""" """,0.0104,0.3438,0.0417,0,0.0208,80,46869,0.3241,0.3241
171,4,Life Pacific College,San Dimas,CA,34.089421,-117.830997,21,479,0.6633,0.4706,903,0.0397,0.5365,0.2902,0.0543,0.0021,79,23926,0.4211,0.5927
172,3,Argosy University-The Art Institute of California-San Diego,San Diego,CA,32.778278,-117.155395,11,1634,""" """,0.491,""" """,0.0037,0.0092,0.3452,0.0061,0.0012,-2,33175,0.6276,0.6426
173,4,University of La Verne,La Verne,CA,34.10086,-117.772634,21,5137,0.4656,0.5859,1014,0.065,0.2389,0.4812,0.0526,0.0037,-2,47935,0.4548,0.6662
174,4,Laguna College of Art and Design,Laguna Beach,CA,33.561448,-117.772564,41,543,0.5847,0.4483,""" """,0.011,0.4788,0.1621,0.1547,0.0092,-2,42689,0.4339,0.6498
175,4,Life Chiropractic College West,Hayward,CA,37.637639,-122.11627,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
176,4,Lincoln University,Oakland,CA,37.804788,-122.269745,11,119,""" """,0.5556,""" """,0.1513,0.2101,0.0168,0.2605,0,-2,20725,0.319,0.7586
177,4,Southern California Seminary,El Cajon,CA,32.803259,-116.900531,21,62,""" """,1,""" """,0.2258,0.4032,0.1613,0.129,0.0161,54,39574,0.8696,0.9855
178,4,La Sierra University,Riverside,CA,33.908834,-117.497071,11,2054,0.4064,0.4967,934,0.0735,0.148,0.4323,0.1543,0.0029,95,40702,0.5169,0.695
179,4,Loma Linda University,Loma Linda,CA,34.050975,-117.261086,21,1039,""" """,""" """,""" """,0.0395,0.3523,0.2936,0.2397,0.001,95,""" """,0.327,0.6754
180,4,Southern California University of Health Sciences,Whittier,CA,33.924638,-117.985447,21,3,""" """,""" """,""" """,0,0.3333,0,0,0,-2,""" """,0.0124,0.0421
181,4,The Master's College and Seminary,Santa Clarita,CA,34.38214,-118.517422,21,1182,0.7588,0.6243,1103,0.0313,0.6184,0.1041,0.0635,0.0025,42,40755,0.2698,0.5171
182,4,Argosy University-The Art Institute of California-San Francisco,San Francisco,CA,37.803958,-122.417185,11,1052,""" """,0.3678,""" """,0.0703,0.1473,0.2947,0.0922,0.0029,-2,33324,0.6319,0.8221
183,4,Loyola Marymount University,Los Angeles,CA,33.970633,-118.415655,11,6064,0.5271,0.7776,1218,0.0579,0.4672,0.2192,0.107,0.002,30,57016,0.1979,0.4535
184,3,Marymount California University,Rancho Palos Verdes,CA,33.73463,-118.333404,21,1086,""" """,0.3682,""" """,0.082,0.1934,0.3517,0.0387,0.0028,30,46675,0.3901,0.5702
185,3,Menlo College,Atherton,CA,37.452906,-122.181444,21,793,0.4506,0.4331,995,0.0694,0.3354,0.2093,0.0706,0.0076,-2,52454,0.3268,0.54
186,4,Mills College,Oakland,CA,37.782639,-122.18789,11,909,0.7614,0.7178,1152,0.0671,0.4488,0.2321,0.1133,0.0055,-2,56336,0.503,0.7272
187,4,Middlebury Institute of International Studies at Monterey,Monterey,CA,36.599827,-121.896813,22,22,""" """,""" """,""" """,0.0455,0.4545,0.1818,0.0455,0,-2,""" """,0.3636,0.5909
188,4,Mount Saint Mary's University,Los Angeles,CA,34.082112,-118.480471,11,2659,0.783,0.655,902,0.0703,0.1012,0.598,0.1666,0.0038,30,48372,0.5989,0.9154
189,3,Musicians Institute,Hollywood,CA,34.101527,-118.33783,11,1065,0.945,0.4803,""" """,0.0657,0.2939,0.138,0.031,0.0103,-2,39168,0.2926,0.4381
190,4,The National Hispanic University,San Jose,CA,37.359057,-121.815921,11,47,""" """,0.3103,""" """,0,0.1277,0.4255,0.0426,0,""" """,19768,0.4774,0.3615
191,4,National University,La Jolla,CA,32.909469,-117.244243,11,9425,""" """,0.4,""" """,0.1041,0.3949,0.2633,0.1062,0.0068,-2,26862,0.3726,0.4092
192,4,Newschool of Architecture and Design,San Diego,CA,32.71331,-117.153305,11,360,0.98,0.4,""" """,0.0222,0.2528,0.3778,0.0972,0,-2,39498,0.5867,0.6747
193,4,Notre Dame de Namur University,Belmont,CA,37.517501,-122.284618,21,1177,0.7771,0.5306,932,0.0646,0.254,0.3662,0.1189,0.0059,30,47565,0.4204,0.6826
194,4,Occidental College,Los Angeles,CA,34.126224,-118.210783,11,2023,0.4204,0.8522,1300,0.0445,0.5111,0.1498,0.1256,0.001,-2,63363,0.2161,0.5304
195,4,Otis College of Art and Design,Los Angeles,CA,33.956607,-118.416615,11,1090,0.6648,0.6311,1010,0.0385,0.2376,0.1037,0.2945,0.0101,-2,53439,0.468,0.6047
196,4,Hope International University,Fullerton,CA,33.87616,-117.88573,21,816,0.31,0.4943,896,0.0564,0.3799,0.201,0.0282,0.0049,48,38119,0.5319,0.7351
197,4,Palo Alto University,Palo Alto,CA,37.383251,-122.186022,41,194,""" """,""" """,""" """,0.0258,0.3093,0.232,0.2732,0,-2,""" """,0.5052,0.6823
198,4,Pacific Lutheran Theological Seminary,Berkeley,CA,37.898172,-122.260201,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,39,""" """,""" """,""" """
199,4,Pacific Oaks College,Pasadena,CA,34.153073,-118.151573,12,482,""" """,""" """,""" """,0.0996,0.2365,0.5353,0.0228,0.0041,-2,""" """,0.5783,0.7735
200,4,Pacific School of Religion,Berkeley,CA,37.876599,-122.263331,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,78,""" """,""" """,""" """
201,4,Pacific States University,Los Angeles,CA,34.0607,-118.299841,11,15,""" """,0,""" """,0,0,0,0.2,0,-2,""" """,0.0714,0
202,4,Pacific Union College,Angwin,CA,38.57409,-122.449639,41,1583,0.4744,0.4559,1017,0.0853,0.2786,0.271,0.1813,0.0025,95,39564,0.4584,0.7787
203,4,University of the Pacific,Stockton,CA,37.980624,-121.307296,11,3802,0.549,0.6057,1185,0.025,0.2985,0.1817,0.3306,0.0058,-2,54032,0.3988,0.592
204,4,Pepperdine University,Malibu,CA,34.041912,-118.707677,21,3434,0.3546,0.8412,1234,0.0606,0.4496,0.134,0.1302,0.0044,74,61164,0.2114,0.437
205,3,Pitzer College,Claremont,CA,34.103408,-117.705939,21,1076,0.1302,0.8397,""" """,0.0428,0.4981,0.1515,0.0567,0.0046,-2,61416,0.1554,0.3543
206,3,Platt College-San Diego,San Diego,CA,32.76373,-117.063483,11,314,""" """,0.7037,""" """,0.1083,0.3439,0.2452,0.0955,0.0127,-2,40278,0.3162,0.1892
207,4,Point Loma Nazarene University,San Diego,CA,32.713295,-117.251204,11,2560,0.6953,0.7342,1135,0.023,0.6176,0.218,0.0508,0.0086,59,44198,0.275,0.6232
208,3,Pomona College,Claremont,CA,34.098298,-117.711944,21,1635,0.1219,0.9267,1454,0.0667,0.4269,0.1419,0.1297,0.0024,-2,59730,0.1795,0.1416
209,3,Westwood College-South Bay,Torrance,CA,33.85182,-118.289777,11,441,""" """,0.2643,""" """,0.2358,0.0794,0.4717,0.034,0.0023,-2,29287,0.8441,0.8249
210,4,Pardee RAND Graduate School,Santa Monica,CA,34.009975,-118.49047,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
211,4,University of Redlands,Redlands,CA,34.063571,-117.163847,13,3710,0.7309,0.6871,1110,0.0434,0.469,0.2668,0.0539,0.0067,-2,57347,0.3123,0.6568
212,4,Argosy University-San Francisco Bay Area,Alameda,CA,37.781238,-122.267523,21,135,""" """,0,""" """,0.4,0.2667,0.163,0.0593,0.0296,-2,""" """,0.5774,0.7024
213,4,Dongguk University-Los Angeles,Los Angeles,CA,34.066226,-118.289927,11,20,""" """,""" """,""" """,0,0.35,0.15,0.5,0,-2,""" """,""" """,""" """
214,4,Rudolf Steiner College,Fair Oaks,CA,38.63481,-121.288571,21,36,""" """,""" """,""" """,0,0.4444,0,0,0,-2,""" """,0,0
215,4,Samuel Merritt University,Oakland,CA,37.82029,-122.266331,11,522,""" """,""" """,""" """,0.0345,0.4004,0.1533,0.2682,0.0019,-2,""" """,0.1986,0.7334
216,4,San Diego State University,San Diego,CA,32.77525,-117.071228,11,27824,0.3448,0.6599,1115,0.0362,0.3501,0.3104,0.1326,0.0025,-2,20631,0.3978,0.3683
217,4,University of San Diego,San Diego,CA,32.77142,-117.188721,11,5656,0.4625,0.7673,1243,0.0299,0.5421,0.1932,0.0647,0.005,30,57593,0.1794,0.4204
218,4,San Francisco Art Institute,San Francisco,CA,37.803575,-122.417,11,459,0.9508,0.3333,""" """,0.0196,0.4837,0.1678,0.0392,0.0044,-2,58010,0.3536,0.5628
219,4,San Francisco Conservatory of Music,San Francisco,CA,37.775322,-122.420143,11,170,0.3727,0.5,""" """,0.0176,0.3353,0.0765,0.1,0,-2,54430,0.3391,0.5172
220,4,San Francisco State University,San Francisco,CA,37.721345,-122.477905,11,25170,0.6597,0.4974,990,0.0477,0.2195,0.2486,0.2851,0.0024,-2,19998,0.4305,0.3818
221,4,San Francisco Theological Seminary,San Anselmo,CA,37.969594,-122.564302,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,66,""" """,""" """,""" """
222,4,University of San Francisco,San Francisco,CA,37.775564,-122.450977,11,6745,0.6005,0.7046,1152,0.0307,0.2927,0.1956,0.1984,0.0031,30,58039,0.2605,0.4776
223,4,San Joaquin College of Law,Clovis,CA,36.823978,-119.6978,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
224,4,William Jessup University,Rocklin,CA,38.819494,-121.292968,41,1131,0.7581,0.6667,1009,0.0495,0.6844,0.1653,0.0336,0.0097,79,37335,0.3477,0.9093
225,4,San Jose State University,San Jose,CA,37.335201,-121.881214,11,26528,0.5985,0.516,1038,0.0342,0.2098,0.2488,0.3567,0.0014,-2,21112,0.4162,0.3501
226,3,Santa Barbara Business College-Bakersfield,Bakersfield,CA,35.359544,-119.061264,11,562,""" """,0.4635,""" """,0.0587,0.1299,0.7527,0.0302,0.0071,-2,19639,0.7638,0.8038
227,4,Westwood College-Los Angeles,Los Angeles,CA,34.061397,-118.293292,11,1689,""" """,0.3367,""" """,0.1812,0.2789,0.2291,0.0237,0.0053,-2,30487,0.7167,0.8424
228,3,Santa Barbara Business College-Santa Maria,Santa Maria,CA,34.403862,-119.699744,13,202,""" """,0.6,""" """,0.0248,0.198,0.7376,0.005,0,-2,20297,0.8786,0.8786
229,4,Santa Clara University,Santa Clara,CA,37.352706,-121.938189,12,5447,0.4935,0.8525,1309,0.0316,0.4841,0.1718,0.1504,0.0013,30,59020,0.136,0.3672
230,4,Saybrook University,Oakland,CA,37.80446,-122.272391,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
231,4,Scripps College,Claremont,CA,34.103655,-117.711336,21,962,0.284,0.8685,1360,0.0322,0.4906,0.0946,0.185,0.001,-2,61370,0.1214,0.3755
232,4,Shasta Bible College and Graduate School,Redding,CA,40.564208,-122.315742,13,39,1,0.375,""" """,0.0513,0.6923,0.0769,0.1026,0,54,20493,0.6809,0.2766
233,4,Trinity Law School,Santa Ana,CA,33.766071,-117.852059,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,79,""" """,""" """,""" """
234,4,Simpson University,Redding,CA,40.61331,-122.333048,13,1065,0.5736,0.5244,1024,0.0282,0.6207,0.1211,0.0347,0.0254,34,35070,0.5527,0.9336
235,4,Saint Mary's College of California,Moraga,CA,37.83997,-122.106795,41,2949,0.7595,0.6902,1109,0.0387,0.4564,0.2513,0.1034,0.0031,30,58362,0.2273,0.5099
236,4,Sonoma State University,Rohnert Park,CA,38.341023,-122.673261,21,8441,0.8002,0.5549,984,0.0219,0.5105,0.2637,0.0456,0.0053,-2,22604,0.3174,0.4079
237,4,South Baylo University,Anaheim,CA,33.847936,-117.958663,11,107,""" """,""" """,""" """,0.028,0.1308,0.0374,0.486,0,-2,""" """,0.304,0.336
238,4,Vanguard University of Southern California,Costa Mesa,CA,33.662686,-117.900911,12,1941,0.58,0.5518,970,0.0417,0.458,0.3617,0.0402,0.0031,27,42756,0.3858,0.8094
239,4,Starr King School for the Ministry,Berkeley,CA,37.876939,-122.261778,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,93,""" """,""" """,""" """
240,4,Marshall B Ketchum University,Fullerton,CA,33.889819,-117.886158,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
241,4,Southern California Institute of Architecture,Los Angeles,CA,34.04365,-118.232703,11,263,0.8079,0.7241,1151,0.0228,0.2129,0.1027,0.1863,0,-2,58142,0.4,0.4471
242,4,University of Southern California,Los Angeles,CA,34.021058,-118.283858,11,18392,0.1802,0.9084,1380,0.0436,0.3644,0.1353,0.225,0.0013,-2,62092,0.2337,0.3729
243,4,Southwestern Law School,Los Angeles,CA,34.061558,-118.288375,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
244,4,Claremont School of Theology,Claremont,CA,34.107602,-117.715256,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,71,""" """,""" """,""" """
245,3,Thomas Aquinas College,Santa Paula,CA,34.429009,-119.087141,42,378,0.827,0.7191,1261,0,0.7063,0.1508,0.0106,0.0026,30,35716,0.347,0.735
246,3,Epic Bible College,Sacramento,CA,38.64499,-121.362221,21,208,""" """,0.5,""" """,0.1971,0.375,0.1298,0.0385,0.0192,27,24963,0.7197,0.6402
247,4,Walden University,Minneapolis,MN,44.98137,-93.265741,11,8658,""" """,0.3333,""" """,0.334,0.3927,0.07,0.0158,0.0043,-2,30930,0.465,0.6614
248,4,Westminster Theological Seminary in California,Escondido,CA,33.121447,-117.046371,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
249,3,Westmont College,Santa Barbara,CA,34.449265,-119.661932,22,1297,0.7936,0.7788,1175,0.0146,0.6515,0.1349,0.0709,0.0015,-2,53670,0.2041,0.5443
250,4,Whittier College,Whittier,CA,33.977625,-118.028402,21,1624,0.6188,0.6538,1061,0.0548,0.3128,0.4433,0.0991,0.0074,-2,50361,0.3684,0.7071
251,4,Woodbury University,Burbank,CA,34.209226,-118.340692,11,1331,""" """,0.4196,""" """,0.0376,0.3509,0.2682,0.0781,0.0023,-2,44211,0.4849,0.6573
252,4,The Wright Institute,Berkeley,CA,37.868221,-122.253168,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
253,4,Western State College of Law at Argosy University,Fullerton,CA,33.880672,-117.890274,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
254,4,Thomas Jefferson School of Law,San Diego,CA,32.71014,-117.154191,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
255,3,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,34.085494,-118.346688,11,163,0.7297,0.3793,""" """,0,0.9693,0,0,0,-2,24850,0.3893,0
256,4,Adams State University,Alamosa,CO,37.477238,-105.880943,33,2110,0.6529,0.2125,955,0.0706,0.5071,0.318,0.0109,0.0152,-2,19043,0.5175,0.6305
257,4,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,39.74603,-104.999181,11,10786,0.7299,0.3996,1055,0.0485,0.5049,0.1724,0.0974,0.0036,-2,19096,0.2701,0.3595
258,4,University of Colorado Colorado Springs,Colorado Springs,CO,38.892735,-104.800296,11,9310,0.924,0.4735,1089,0.0363,0.6733,0.1549,0.0296,0.0047,-2,18890,0.3183,0.473
259,4,University of Colorado Boulder,Boulder,CO,40.004415,-105.267061,13,25873,0.8416,0.6982,1207,0.0162,0.7225,0.1009,0.0538,0.0027,-2,28887,0.1753,0.3212
260,4,Colorado Christian University,Lakewood,CO,39.711701,-105.094836,12,3657,0.9432,0.4226,""" """,0.0922,0.6918,0.1165,0.0139,0.0066,88,38130,0.3087,0.5214
261,4,Colorado College,Colorado Springs,CO,38.84657,-104.82422,11,2036,0.179,0.8636,""" """,0.0231,0.6631,0.0899,0.0462,0.0044,-2,57400,0.0995,0.3459
262,3,The Art Institute of Colorado,Denver,CO,39.735587,-104.985847,11,1414,""" """,0.285,""" """,0.0431,0.3274,0.2143,0.0127,0.0113,-2,30736,0.5245,0.7508
263,3,Colorado Mountain College,Glenwood Springs,CO,39.54634,-107.324401,33,3558,""" """,0.2603,""" """,0.0093,0.7015,0.1824,0.007,0.0059,-2,13773,0.1761,0.1806
264,4,Colorado School of Mines,Golden,CO,39.75079,-105.227148,21,4383,0.3647,0.7613,1333,0.0096,0.7525,0.076,0.0454,0.0023,-2,30154,0.1718,0.4544
265,4,Colorado State University-Fort Collins,Fort Collins,CO,40.574759,-105.08083,12,22373,0.8048,0.6525,1128,0.0231,0.7467,0.1053,0.0223,0.0055,-2,22929,0.2489,0.4527
266,4,Colorado Technical University-Colorado Springs,Colorado Springs,CO,38.894265,-104.833928,11,1139,""" """,0.2737,""" """,0.1124,0.3881,0.0378,0.0149,0.0132,-2,23765,0.4624,0.6088
267,3,CollegeAmerica-Denver,Denver,CO,39.691571,-104.94118,11,407,""" """,0.2133,""" """,0.1572,0.3661,0.3292,0.0197,0.0074,-2,28035,0.7405,0.8094
268,4,Denver Seminary,Littleton,CO,39.600595,-105.022363,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,79,""" """,""" """,""" """
269,3,Westwood College-Denver North,Denver,CO,39.830429,-104.986386,21,342,""" """,0.0902,""" """,0.038,0.2515,0.3333,0.0234,0.0117,-2,27530,0.774,0.7991
270,4,University of Denver,Denver,CO,39.695954,-104.964625,11,5629,0.7649,0.7648,1231,0.0266,0.6763,0.0908,0.0425,0.0043,-2,55476,0.176,0.3759
271,3,Fort Lewis College,Durango,CO,37.275428,-107.867003,32,3609,0.9082,0.3839,1020,0.0086,0.5497,0.1047,0.0061,0.238,-2,21691,0.3268,0.4839
272,4,Iliff School of Theology,Denver,CO,39.674876,-104.959703,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,71,""" """,""" """,""" """
273,4,Colorado Mesa University,Grand Junction,CO,39.076354,-108.540281,13,8413,0.8227,0.3313,970,0.0252,0.7177,0.1551,0.014,0.0078,-2,18169,0.3923,0.5498
274,4,Metropolitan State University of Denver,Denver,CO,39.742248,-105.002391,11,20583,0.6511,0.2414,973,0.0605,0.5972,0.2167,0.0358,0.0065,-2,14522,0.3778,0.4916
275,4,Naropa University,Boulder,CO,40.014816,-105.267073,13,434,0.7006,0.3929,""" """,0.0207,0.6152,0.1037,0.0138,0.0023,-2,43638,0.5483,0.6371
276,3,National American University-Colorado Springs,Colorado Springs,CO,38.95211,-104.790581,11,253,""" """,0.0909,""" """,0.2253,0.4783,0.1383,0.0316,0.004,-2,19350,0.6975,0.6833
277,3,National American University-Denver,Denver,CO,39.691953,-104.941649,11,218,""" """,0,""" """,0.2615,0.4358,0.1606,0.0183,0.0092,-2,15678,0.7442,0.8798
278,3,Nazarene Bible College,Colorado Springs,CO,38.814124,-104.751124,11,758,""" """,0.1667,""" """,0.0633,0.8193,0.0673,0.0079,0.0119,59,20430,0.4263,0.4814
279,4,University of Northern Colorado,Greeley,CO,40.403178,-104.701721,13,9104,0.7088,0.4635,1033,0.0412,0.5633,0.1727,0.0161,0.0034,-2,19187,0.3386,0.5672
280,4,Regis University,Denver,CO,39.78976,-105.031385,11,4914,0.9604,0.5905,1108,0.0507,0.5895,0.1803,0.0409,0.0055,30,44191,0.2672,0.559
281,4,Rocky Mountain College of Art and Design,Lakewood,CO,39.74332,-105.069911,12,1013,""" """,0.4844,""" """,0.0898,0.5953,0.0938,0.0237,0.0375,-2,33945,0.387,0.6752
282,4,Colorado State University-Pueblo,Pueblo,CO,38.309219,-104.579846,12,4227,0.9278,0.3184,971,0.0785,0.4987,0.3196,0.0135,0.0064,-2,17795,0.4085,0.5706
283,4,Western State Colorado University,Gunnison,CO,38.547421,-106.91971,33,1936,0.9741,0.356,990,0.0274,0.7541,0.093,0.0108,0.0046,-2,19547,0.2959,0.1838
284,4,Albertus Magnus College,New Haven,CT,41.332519,-72.923848,12,1249,""" """,0.4974,""" """,0.3467,0.4107,0.1529,0.0048,0.0024,30,42641,0.442,0.8002
285,3,Lincoln College of New England-Southington,Southington,CT,41.632345,-72.920217,21,713,""" """,0.1688,""" """,0.2132,0.4783,0.1487,0.0126,0.0042,-2,30122,0.6153,0.7766
286,4,University of Bridgeport,Bridgeport,CT,41.165587,-73.189352,12,3021,0.6072,0.295,899,0.376,0.2512,0.1658,0.0288,0.0079,-2,46680,0.4931,0.7132
287,4,Central Connecticut State University,New Britain,CT,41.690258,-72.770094,21,9600,0.6044,0.5235,1015,0.1095,0.6649,0.1268,0.0355,0.002,-2,20543,0.3464,0.5779
